CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_V_A_VL_DIRCRED_PRAZO;TAB_V_A1_VL_PRAZO_VENC_30;TAB_V_A2_VL_PRAZO_VENC_60;TAB_V_A3_VL_PRAZO_VENC_90;TAB_V_A4_VL_PRAZO_VENC_120;TAB_V_A5_VL_PRAZO_VENC_150;TAB_V_A6_VL_PRAZO_VENC_180;TAB_V_A7_VL_PRAZO_VENC_360;TAB_V_A8_VL_PRAZO_VENC_720;TAB_V_A9_VL_PRAZO_VENC_1080;TAB_V_A10_VL_PRAZO_VENC_MAIOR_1080;TAB_V_B_VL_DIRCRED_INAD;TAB_V_B1_VL_INAD_30;TAB_V_B2_VL_INAD_60;TAB_V_B3_VL_INAD_90;TAB_V_B4_VL_INAD_120;TAB_V_B5_VL_INAD_150;TAB_V_B6_VL_INAD_180;TAB_V_B7_VL_INAD_360;TAB_V_B8_VL_INAD_720;TAB_V_B9_VL_INAD_1080;TAB_V_B10_VL_INAD_MAIOR_1080;TAB_V_C_VL_DIRCRED_ANTECIPADO;TAB_V_C1_VL_ANTECIPADO_30;TAB_V_C2_VL_ANTECIPADO_60;TAB_V_C3_VL_ANTECIPADO_90;TAB_V_C4_VL_ANTECIPADO_120;TAB_V_C5_VL_ANTECIPADO_150;TAB_V_C6_VL_ANTECIPADO_180;TAB_V_C7_VL_ANTECIPADO_360;TAB_V_C8_VL_ANTECIPADO_720;TAB_V_C9_VL_ANTECIPADO_1080;TAB_V_C10_VL_ANTECIPADO_MAIOR_1080
44.229.197/0001-00;EUV SP1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;1856555497.37;1856555497.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.271.111/0001-08;GUARDIAN CAPITAL CONSIG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;9578989.81;137227.14;213728.41;209737.47;206624.97;203075.86;199904.99;1089707.75;1922489.85;1585914.38;3810578.99;51718.67;7933.58;919.86;5451.17;8774.55;6772.49;4387.36;14022.08;3457.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.272.584/0001-20;LAVORO AGRO FIDC DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - REPONSABILIDADE LIMITADA;2024-11-30;112118623.95;6233183.92;1263985.24;399774.95;25301.75;8202806.02;83776920.66;12216651.41;0.00;0.00;0.00;23467407.28;7932846.17;9453585.29;105905.95;5398509.29;0.00;0.00;453758.92;122801.66;0.00;0.00;1353396.35;1353396.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.272.660/0001-05;PRECATO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;26138141.51;0.00;284133.23;0.00;0.00;0.00;0.00;0.00;149019.31;25704988.97;0.00;127616.21;0.00;0.00;0.00;0.00;0.00;127616.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.273.371/0001-12;GRYPHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;2500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2500000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.302.001/0001-66;CULTTIVO OCTANTE CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;90861721.69;1576398.14;0.00;0.00;0.00;0.00;68539.06;89216784.49;0.00;0.00;0.00;10212685.99;0.00;5117372.73;1327637.17;1628116.35;126032.58;894468.83;0.00;1119058.33;0.00;0.00;1088127.07;78095.10;0.00;0.00;0.00;0.00;0.00;1010031.97;0.00;0.00;0.00
44.302.089/0001-16;BLACK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3682064.92;79400.98;0.00;0.00;0.00;0.00;108683.38;351864.48;1198676.16;0.00;1943439.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.302.112/0001-72;CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA;2024-11-30;1002481338.90;45221655.72;399228.11;24449712.13;3116128.71;23069247.77;129851856.34;729701449.06;46672061.06;0.00;0.00;60414359.31;21671281.88;19518041.40;3482154.46;1238895.72;0.00;2653266.66;11850719.19;0.00;0.00;0.00;24829305.27;24829305.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.345.159/0001-13;GENTE DO BULLLA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;88206.46;18565.11;14147.41;11947.26;10386.99;7117.82;6223.59;16035.24;3783.04;0.00;0.00;898475.60;23614.72;26821.04;22517.79;25867.77;46142.82;238218.30;500527.75;14765.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.372.728/0001-10;AURORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA;2024-11-30;77796986.40;21771066.00;16367520.25;12840923.42;9709860.57;7014028.20;4917807.51;5175780.45;0.00;0.00;0.00;50653362.66;3277073.08;3212852.50;2942409.62;3189101.88;3373191.24;2971178.04;13048256.26;11727945.29;5210012.86;1701341.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.203/0001-08;DOMINÓ CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;109306322.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;109306322.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.252/0001-32;B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;117799877.19;0.00;0.00;0.00;0.00;0.00;0.00;6618765.18;6614100.26;7625939.98;96941071.77;84977.49;84977.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.262/0001-78;SAN PRECA FEDERAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;50052771.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50052771.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.279/0001-25;JUGIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32020521.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32020521.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.545/0001-10;CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;1200568.42;1090358.44;37502.58;31036.70;13072.02;18873.55;3855.10;4761.34;1108.69;0.00;0.00;29323782.53;3015927.95;2872636.51;1972224.37;1753246.54;1753223.19;1636185.74;7651559.22;6717954.16;1950824.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.590/0001-74;ELITE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;47397869.86;9964449.65;8660580.26;6214835.74;2850337.21;661697.56;781562.15;6852028.45;11096510.07;292197.04;23671.73;846539.19;845807.94;731.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.626/0001-10;SOLAR II FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2024-11-30;8785081.90;607052.30;149270.07;147536.96;146002.74;316561.03;313188.50;1880109.41;5225360.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.637/0001-08;CM FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS;2024-11-30;61411567.30;0.00;29882.24;0.00;0.00;0.00;0.00;0.00;23390045.73;3732834.53;34258804.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.395.657/0001-70;CM ESTADUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS;2024-11-30;45859460.40;4016163.10;9693177.97;4202617.55;12287189.03;1127919.66;0.00;0.00;0.00;0.00;14532393.09;621795.46;0.00;0.00;0.00;81555.10;540240.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.414.972/0001-06;TECNOMOTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;11091532.43;1198635.04;1326656.26;1060507.20;1111626.64;914094.83;805181.12;2977098.96;1653656.45;44075.93;0.00;662769.84;199723.57;128872.22;81049.66;94319.75;78219.25;80585.39;0.00;0.00;0.00;0.00;309061.66;239342.47;13946.21;8471.28;8559.93;6824.66;6787.28;13499.64;11630.19;0.00;0.00
44.415.022/0001-98;QUARTZO ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO - PADRONIZADOS;2024-11-30;11149888.55;295769.02;81229.27;28521.29;43445.12;213437.68;177692.79;9121162.31;60704.84;0.00;1127926.23;2709216.03;401768.38;215898.58;162676.16;1730118.30;198754.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.415.066/0001-18;MENESTYS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.465.412/0001-72;HIKARI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;12443840.11;8641571.44;3433614.14;60183.87;53351.57;45171.49;39371.15;140467.04;24019.98;5014.82;1074.61;1499556.81;1458894.87;8140.91;9253.25;8698.60;7459.92;7109.26;0.00;0.00;0.00;0.00;9533.24;1946.80;1814.64;1195.92;1153.04;1052.20;771.95;1598.69;0.00;0.00;0.00
44.465.521/0001-90;IPÊ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.479.362/0001-82;GUAJUVIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA;2024-11-30;1468234.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1468234.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.479.980/0001-22;SOLIS 051 FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.516.049/0001-77;ISAAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO DE SERVIÇOS EDUCACIONAIS;2024-11-30;17936621.90;17936621.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150500184.67;44775475.27;25024177.69;18280676.49;17625521.82;6963361.77;12886162.95;24944808.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.574.361/0001-17;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS UPL 02 - RESPONSABILIDADE LIMITADA;2024-11-30;426795437.07;27821528.51;22739213.54;22827293.10;208514102.42;18547109.97;106146994.32;20199195.21;0.00;0.00;0.00;3594882.19;1746778.50;175954.16;1225318.03;0.00;0.00;0.00;0.00;446831.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.585.152/0001-79;BARUC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8473307.47;8244432.57;228874.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;269765.57;269765.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2215557.84;2215557.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.585.499/0001-11;ECOFINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2960132.22;2888535.92;12230.85;11231.16;11022.47;8801.46;8318.13;19992.23;0.00;0.00;0.00;7063.47;1075.21;1407.02;1959.03;1010.78;932.46;678.97;0.00;0.00;0.00;0.00;11997.75;11997.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.585.595/0001-60;STRATEGIC ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;120000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;120000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.585.657/0001-33;MONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.603.374/0001-77;TARGET BANK JS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;468692.46;14802.84;28570.71;16587.71;32032.87;18915.31;40590.53;178732.44;138460.05;0.00;0.00;543114.13;0.00;0.00;0.00;0.00;0.00;150345.16;60349.19;281729.78;50690.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.613.189/0001-63;BIOMA INVESTIMENTOS FIAGRO EM DIREITOS CREDITÓRIOS;2024-11-30;5824607.46;3778423.75;959295.92;422427.15;347087.00;156918.32;96895.20;63560.12;0.00;0.00;0.00;5000.00;5000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.615.718/0001-68;INTERLAKEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;81521464.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;81521464.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.642.151/0001-19;EMPRESTA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDE LIMITADA;2024-11-30;53885904.34;2339232.09;2260138.53;2079774.81;2163063.25;1833982.24;1960395.79;10158574.45;13679243.68;9028802.09;8382697.41;2326399.21;2323714.40;267.89;0.00;49.57;0.00;0.00;2034.79;332.56;0.00;0.00;79573.11;0.00;3258.52;4707.29;4472.07;540.94;265.06;20559.89;20295.56;14336.53;11137.25
44.668.806/0001-28;HEDGE CRÉDITO AGRO FIAGRO-DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.674.270/0001-53;ALUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;81440789.89;3013066.21;3351653.02;3408291.63;3674740.86;3659487.61;3563649.41;18629682.60;26661860.97;10938399.51;4539958.07;3777951.17;746143.88;430679.55;323028.06;271233.52;261729.12;237468.00;1018077.26;478604.39;10987.39;0.00;2187417.17;1015020.46;83565.48;60314.95;65463.50;59054.92;56701.13;273888.36;369577.18;154873.74;48957.45
44.680.388/0001-94;ACELERA VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;5496483.76;3123843.12;1589485.38;430490.78;267858.21;73556.26;11250.01;0.00;0.00;0.00;0.00;16558.06;15109.87;1448.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;450966.24;439584.06;1997.40;1350.41;1273.48;1233.41;1173.62;4353.86;0.00;0.00;0.00
44.680.409/0001-71;JUST TEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;99990809.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;99990809.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.680.424/0001-10;SANTA BÁRBARA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL- RESP  LIMITADA;2024-11-30;10805080.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10805080.73;0.00;0.00;2759443.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2759443.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.681.727/0001-57;TERRA BONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;2480000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2480000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.698.045/0001-57;ALGARVE MEDITERRÂNEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;32141931.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32141931.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.705.452/0001-44;SEVEN CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.705.662/0001-32;OPERA I FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.770.267/0001-33;FIDC - BANCOS EMISSORES DE CARTÃO DE CRÉDITO V - RESPONSABILIDADE LIMITADA;2024-11-30;1083357673.81;831118780.84;191749477.36;4298008.77;56191406.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.900.271/0001-79;DVNP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55000000.00;55000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.909.456/0001-44;SOLFÁCIL IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1040178955.52;23257596.68;30316325.36;29292077.08;32544264.64;30935082.58;30624049.04;164098786.70;276796120.57;200828716.33;221485936.54;19688899.85;6363242.50;3743037.99;2267538.23;2010902.63;1462015.11;1388668.96;2450684.53;2809.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.018.852/0001-44;BANKAP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.018.911/0001-84;HR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  FINANCEIRO - RESPONSABILIDADE LIMITADA;2024-11-30;16758627.47;803348.01;875606.15;859623.48;824749.28;796488.24;775930.95;4005820.64;4828237.74;2282841.85;705981.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;290914.99;137267.14;0.00;0.00;0.00;0.00;0.00;0.00;153647.85;0.00;0.00
45.018.961/0001-61;NOVA ERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;2224374.92;907112.90;778748.42;341992.74;152557.09;42313.72;1650.05;0.00;0.00;0.00;0.00;107286.31;6930.65;0.00;0.00;872.34;8805.67;19114.10;71563.55;0.00;0.00;0.00;175669.86;152738.41;22931.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.019.002/0001-60;WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;17535986.91;145119.54;142675.04;140460.93;138753.86;136905.76;135309.70;654457.18;2543376.28;225273.32;13273655.30;15603841.22;147568.71;147568.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15308703.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.019.040/0001-13;AFL INVEST  FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS;2024-11-30;1856668.21;228209.67;224063.00;219251.47;215559.37;211233.80;207646.62;550704.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.019.108/0001-64;UJAY SPARTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS - FIDC NP;2024-11-30;10936190.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10936190.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.019.334/0001-45;IUGU I UR - FIDC - UNIDADE DE RECEBÍVEIS  RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.025.014/0001-06;OC FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.026.487/0001-10;EVEREST 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.064.053/0001-04;JGP SPECIAL SITUATIONS MASTER II FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;23071284.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23071284.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.080.955/0001-34;GREEN FIDC SOLAR GD II-FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOCIOAMBIENTAL-ENERGIA SOLAR-IS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.101.831/0001-98;ARISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;53862567.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53862567.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
