CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_PR_DESEMP_ESPERADO;TAB_X_PR_DESEMP_REAL
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 10;1.13;1.13
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 11;1.14;1.14
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 12;1.14;1.14
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;0.00;0.00
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;0.00;0.00
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 4;0.00;0.00
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 5 | Série 5;1.23;1.23
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 6 | Série 6;1.34;1.34
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 7 | Série 7;1.34;1.34
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 8 | Série 8;1.45;1.45
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 9 | Série 9;1.45;1.45
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 10 | Série 10;1.34;1.34
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 11 | Série 11;1.45;1.45
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 12 | Série 12;1.34;1.34
25.382.606/0001-60;URA AGRO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;-0.41;-0.41
25.695.170/0001-69;INVESTCAMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.63;1.63
25.695.170/0001-69;INVESTCAMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
25.695.170/0001-69;INVESTCAMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 3;0.00;0.00
25.695.170/0001-69;INVESTCAMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 4;1.63;1.63
25.695.170/0001-69;INVESTCAMP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-1.72;-1.72
25.970.315/0001-92;DELPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
25.970.315/0001-92;DELPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
25.970.315/0001-92;DELPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.63;1.63
26.000.055/0001-95;SILVER STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.000.055/0001-95;SILVER STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 3;0.00;0.00
26.000.055/0001-95;SILVER STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.000.055/0001-95;SILVER STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 3;0.00;0.00
26.000.055/0001-95;SILVER STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;-0.31
26.000.088/0001-35;RNX FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;1.15;1.15
26.000.088/0001-35;RNX FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;3.72;3.72
26.142.862/0001-42;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLUBCARD VAREJO - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.142.862/0001-42;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLUBCARD VAREJO - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.90
26.154.177/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO;2024-11-30;Subclasse Senior Série 1;0.96;0.96
26.154.177/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.154.177/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.11;1.11
26.154.177/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;0.00;0.00
26.154.177/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;11.72
26.199.650/0001-00;MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I;2024-11-30;Subclasse Senior;0.00;0.00
26.199.650/0001-00;MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 10;1.15;1.15
26.199.650/0001-00;MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I;2024-11-30;Subclasse Subordinada Mezanino 2 | Série Única;1.14;1.14
26.199.650/0001-00;MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I;2024-11-30;Subclasse Subordinada Subordinada 1 |;-32.10;-32.10
26.199.686/0001-85;RIO DOCE FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;0.95;0.95
26.199.686/0001-85;RIO DOCE FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 2;1.19;1.19
26.199.686/0001-85;RIO DOCE FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3.00;3.00
26.199.799/0001-80;TARISUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Senior;0.00;0.00
26.199.799/0001-80;TARISUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.27;1.27
26.199.799/0001-80;TARISUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;-6.69;-6.69
26.199.830/0001-83;SAINT JOHN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Senior;0.00;0.00
26.199.830/0001-83;SAINT JOHN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
26.207.801/0001-16;AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;0.87;0.87
26.207.801/0001-16;AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 2;1.59;1.59
26.207.801/0001-16;AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 3;1.03;1.03
26.207.801/0001-16;AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;1.03;1.03
26.207.801/0001-16;AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;Subclasse Subordinada Subordinada 1 |;16.02;16.02
26.208.267/0001-62;C&J FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.208.267/0001-62;C&J FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.81;1.81
26.208.281/0001-66;JC CACAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Senior Série 2;1.21;1.21
26.208.281/0001-66;JC CACAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Senior Série 1;0.00;0.00
26.208.281/0001-66;JC CACAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.52;1.52
26.208.281/0001-66;JC CACAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;2.56;2.56
26.208.281/0001-66;JC CACAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.48;2.48
26.208.328/0001-91;ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.09;1.09
26.208.328/0001-91;ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;1.23;1.23
26.208.328/0001-91;ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.16;2.16
26.286.853/0001-25;MILAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.286.853/0001-25;MILAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.03;0.03
26.286.939/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CIELO;2024-11-30;Subclasse Senior Série 3;0.90;0.90
26.286.939/0001-58;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CIELO;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.06;0.06
26.287.464/0001-14;TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.287.464/0001-14;TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.94;0.94
26.287.464/0001-14;TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 2;1.21;1.21
26.287.464/0001-14;TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.21;0.21
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.16;1.16
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 3;0.00;0.00
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 4;1.16;1.16
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 5;1.16;1.16
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 6;0.31;0.31
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.20;1.20
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;1.16;1.16
26.380.651/0001-48;SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.27;0.27
26.395.682/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE IV;2024-11-30;Subclasse Senior;0.00;0.00
26.395.682/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE IV;2024-11-30;Subclasse Subordinada Subordinada 1 |;-1.02;-1.02
26.405.874/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.405.874/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.46
26.405.883/0001-03;FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
26.405.883/0001-03;FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.79;0.89
26.405.893/0001-49;FIDC RECEBÍVEIS RODOANEL TRECHO OESTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.405.893/0001-49;FIDC RECEBÍVEIS RODOANEL TRECHO OESTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;1.02
26.405.908/0001-79;ZONDA - VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2024-11-30;Subclasse Senior Série 1;0.00;0.00
26.405.908/0001-79;ZONDA - VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.01;1.01
26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1.16;1.16
26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;1.12;1.12
26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.63;2.63
26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.80;0.80
26.452.257/0001-78;AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 1;1.23;1.23
26.459.204/0001-89;JAPUÍRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
26.459.204/0001-89;JAPUÍRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.99;2.99
26.459.235/0001-30;LATACHE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
26.459.235/0001-30;LATACHE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
26.471.075/0001-44;JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Senior Série 1;2.13;2.13
26.471.075/0001-44;JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
26.489.103/0001-50;INVISTA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.65;0.65
26.489.103/0001-50;INVISTA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.03;1.03
26.489.103/0001-50;INVISTA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.69;0.69
26.506.898/0001-68;TREVISO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.79;0.79
26.506.898/0001-68;TREVISO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.80;1.80
26.545.341/0001-36;URBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2024-11-30;Subclasse Senior;0.00;0.00
26.545.341/0001-36;URBE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 1;1.35;1.35
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 2;1.35;1.35
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 3;1.35;1.35
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 4;1.35;1.35
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 5;1.35;1.35
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 6;1.35;1.35
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior Série 7;1.19;1.19
26.545.364/0001-40;MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.40;2.40
26.545.451/0001-06;FORNECEDORES BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
26.545.451/0001-06;FORNECEDORES BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.51;1.51
26.558.776/0001-15;WNT AÇÕES JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
26.558.776/0001-15;WNT AÇÕES JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;-0.51;-0.51
26.558.785/0001-06;UNIQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;1.13;1.13
26.558.785/0001-06;UNIQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;0.00;0.00
26.558.785/0001-06;UNIQUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-1.20;-1.20
26.560.778/0001-49;SCF BRAZIL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Senior;0.00;0.00
26.560.778/0001-49;SCF BRAZIL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;-67.69;-0.54
26.570.645/0001-53;JC 4870 VI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;2.63;2.63
26.570.645/0001-53;JC 4870 VI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
26.607.493/0001-16;STEP-UP VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.78;0.34
26.607.493/0001-16;STEP-UP VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.607.511/0001-60;STEP-UP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.78;-0.02
26.607.511/0001-60;STEP-UP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
26.648.752/0001-57;VALECRED DISTRESSED & SPECIAL SITS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
26.648.752/0001-57;VALECRED DISTRESSED & SPECIAL SITS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1.01;1.01
26.648.770/0001-39;G5 SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
26.648.770/0001-39;G5 SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;2.71;2.71
26.648.789/0001-85;PROJEÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Senior;0.00;0.00
26.648.789/0001-85;PROJEÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Subordinada 1 |;3.01;3.01
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 1;1.16;1.16
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 2;1.09;1.09
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 3;1.16;1.16
26.677.268/0001-56;GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL;2024-11-30;Subclasse Senior Série 4;1.08;1.08
