CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_SCR_RISCO_DEVEDOR_AA;TAB_X_SCR_RISCO_DEVEDOR_A;TAB_X_SCR_RISCO_DEVEDOR_B;TAB_X_SCR_RISCO_DEVEDOR_C;TAB_X_SCR_RISCO_DEVEDOR_D;TAB_X_SCR_RISCO_DEVEDOR_E;TAB_X_SCR_RISCO_DEVEDOR_F;TAB_X_SCR_RISCO_DEVEDOR_G;TAB_X_SCR_RISCO_DEVEDOR_H;TAB_X_SCR_RISCO_OPER_AA;TAB_X_SCR_RISCO_OPER_A;TAB_X_SCR_RISCO_OPER_B;TAB_X_SCR_RISCO_OPER_C;TAB_X_SCR_RISCO_OPER_D;TAB_X_SCR_RISCO_OPER_E;TAB_X_SCR_RISCO_OPER_F;TAB_X_SCR_RISCO_OPER_G;TAB_X_SCR_RISCO_OPER_H;TAB_X_DEBITO_TRIBUT
27.326.119/0001-05;EVOLUT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;51965224.84;0.00;0.00;10877800.72;0.00;2352390.37;481739.81;0.00;7225465.00;51965224.84;0.00;0.00;10877800.72;0.00;2352390.37;481739.81;0.00;7225465.00;44734103.17
27.456.204/0001-98;PREMIUM RECEBÍVEIS MULTISSETORIAL FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS - RESP LIMITADA;2024-11-30;102105300.60;9400971.70;18241695.90;1862754.30;1997187.60;776940.70;538406.60;955830.90;4429525.20;102105300.60;9400971.70;18241695.90;1862754.30;1997187.60;776940.70;538406.60;955830.90;4429525.20;0.00
27.467.600/0001-10;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LOTEAMENTO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7808485.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.500.576/0001-74;HOD MULTIPLICA 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.531.244/0001-57;ONDABRASIL FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA;2024-11-30;0.00;0.00;20849528.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20849528.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.531.301/0001-06;QUANTHAS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;4047316.00;635340.00;33551139.70;0.00;0.00;0.00;0.00;2746445.40;0.00;4047316.00;635340.00;33551139.70;0.00;0.00;0.00;0.00;2746445.40;0.00
27.538.303/0001-19;VENNTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.538.324/0001-34;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DB CRÉDITO GLOBAL;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.643.856/0001-31;BLACK BELT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.771.613/0001-89;CONQUEST BRAZIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;15128219.86;0.00;0.00;770135.61;0.00;321632.81;53684.35;0.00;1330369.31;15128219.86;0.00;0.00;770135.61;0.00;321632.81;53684.35;0.00;1330369.31;12904236.16
27.771.731/0001-97;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS XPCE V;2024-11-30;267573722.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;267573722.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.938.258/0001-90;AGUIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.944.346/0001-02;QG P FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;71392517.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;71392517.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.944.627/0001-57;RESQ II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.944.660/0001-87;FACT LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;199707042.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1980.74;199707042.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1980.74;0.00
27.944.815/0001-85;PRIMEIRA LINHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;3111207.93;0.00;0.00;2940843.76;0.00;920257.94;10364.40;0.00;140346.60;3111207.93;0.00;0.00;2940843.76;0.00;920257.94;10364.40;0.00;140346.60;5060719.61
27.954.644/0001-75;QG DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;501976872.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;501976872.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.974.792/0001-51;ÓREAS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;79673277.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;79673277.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.983.569/0001-70;ENERGY 21 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.984.240/0001-24;ALLCON PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PRADRONIZADOS;2024-11-30;828813.74;109085733.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7015851.27;4175918.82;7402018.97;2707182.32;2628780.59;2542051.84;2553943.78;2490908.38;77569077.29;0.00
27.984.265/0001-28;MUNDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;452639.71;95397564.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4370829.85;757006.52;1998033.16;2741211.00;2450690.67;2431114.55;2296694.89;2442838.69;75909145.22;0.00
27.984.909/0001-88;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSORCIEI I - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.985.070/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO V RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
27.985.097/0001-95;ALIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.065.338/0001-40;AG 42 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.065.377/0001-48;SERRANA - FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.065.416/0001-07;SERRANA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2024-11-30;85489516.48;270330.80;8489821.05;0.00;5441953.47;1550054.21;42675.88;76709.31;1229976.15;85489516.48;270330.80;8489821.05;0.00;5441953.47;1550054.21;42675.88;76709.31;1229976.15;0.00
28.075.236/0001-06;SOFISA RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;119024926.50;1619883.30;40676584.00;9207529.40;3957533.00;778453.60;200261.80;0.00;2166279.00;119024926.50;1619883.30;40676584.00;9207529.40;3957533.00;778453.60;200261.80;0.00;2166279.00;0.00
28.079.865/0001-04;XPLORER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.079.873/0001-50;MULTIPLIKE INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILI;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.086.648/0001-41;QG PRIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;300790443.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300790443.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.152.179/0001-11;DD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;3161554.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3161554.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.152.199/0001-92;LD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.153.046/0001-60;BLC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.169.275/0001-72;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.194.790/0001-02;ATICCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;38241121.73;0.00;0.00;7012266.89;0.00;1461297.53;252907.21;0.00;2499267.28;38241121.73;0.00;0.00;7012266.89;0.00;1461297.53;252907.21;0.00;2499267.28;26664365.11
28.194.817/0001-67;CREDVALE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;164218809.31;0.00;0.00;5170648.60;0.00;2159780.41;379857.13;0.00;2697331.92;164218809.31;0.00;0.00;5170648.60;0.00;2159780.41;379857.13;0.00;2697331.92;91460220.84
28.240.255/0001-40;MARINO INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO-PADRONIZADOS RESP LIMITADA;2024-11-30;0.00;50339008.90;1282674.40;572452.70;0.00;0.00;2058811.90;0.00;0.00;0.00;50339008.90;1282674.40;572452.70;0.00;0.00;2058811.90;0.00;0.00;0.00
28.254.169/0001-97;VEGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA;2024-11-30;0.00;8532138.30;11201058.60;1233067.80;1334972.00;2023270.90;16786366.60;0.00;3741806.10;0.00;8532138.30;11201058.60;1233067.80;1334972.00;2023270.90;16786366.60;0.00;3741806.10;0.00
28.254.193/0001-26;BLP PRECATÓRIO III-FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS DE RESP. LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.267.746/0001-85;LEPAPIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2024-11-30;18574115.83;0.00;0.00;8303754.53;1959012.50;2220505.02;0.00;1972768.28;2765463.74;18574115.83;0.00;0.00;8303754.53;1959012.50;2220505.02;0.00;1972768.28;2765463.74;27581461.04
28.279.473/0001-99;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA;2024-11-30;913107944.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3345101.69;2373535.18;87199397.82;820189909.81;0.00;0.00;0.00;0.00;0.00;0.00
28.296.597/0001-82;HT3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;0.00;45771979.30;0.00;560583.20;0.00;0.00;0.00;0.00;182928.40;0.00;45771979.30;0.00;560583.20;0.00;0.00;0.00;0.00;182928.40;0.00
28.296.620/0001-39;KATCH DIVERSIFIED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2024-11-30;252178710.72;0.00;0.00;0.00;21405036.38;0.00;0.00;0.00;12916859.10;252178710.72;0.00;0.00;0.00;21405036.38;0.00;0.00;0.00;12916859.10;0.00
28.472.352/0001-69;SPS CORP I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;37826880.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37826880.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.472.392/0001-00;UPL 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRONEGÓCIO RESPONSABILIDADE LIMITADA;2024-11-30;844170201.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;844170201.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;844170201.16
28.474.974/0001-26;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS SELECIONADOS II RESPONSABILIDADE LIMITADA;2024-11-30;0.00;24254044.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24254044.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.481.469/0001-09;MAJORITY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;504219191.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.492.719/0001-06;VINCI ENERGIA SUSTENTÁVEL FIDC - IS RESPONSABILIDADE LIMITADA;2024-11-30;543713427.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;543713427.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.536.554/0001-27;GÁTRIA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;5351591.61;2781936.76;197843.92;707610.84;661440.94;271187.26;762425.07;1381411.60;11256447.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.549.910/0001-47;SGC UT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;70000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;70000000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.549.975/0001-92;AGHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;57414764.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57414764.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.651.441/0001-72;VERMILLION I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;231454842.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;231454842.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.671.036/0001-16;WFR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;3536941.48;0.00;0.00;200432.27;0.00;208115.07;43202.26;0.00;922539.18;3536941.48;0.00;0.00;200432.27;0.00;208115.07;43202.26;0.00;922539.18;2150395.47
28.671.081/0001-70;HERCULES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;193496039.94;0.00;0.00;18050639.49;0.00;18571704.45;2929180.91;0.00;9490651.19;193496039.94;0.00;0.00;18050639.49;0.00;18571704.45;2929180.91;0.00;9490651.19;151799337.99
28.702.814/0001-97;CREDITISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;160301056.20;13683626.60;8547395.40;1730120.30;0.00;199521.00;0.00;0.00;546014.10;160301056.20;13683626.60;8547395.40;1730120.30;0.00;199521.00;0.00;0.00;546014.10;0.00
28.729.157/0001-71;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS INTRA BLACK CREDIFACIL;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.796.939/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA I DE  RESPONSABILIDADE LIMITADA;2024-11-30;6093203.77;120360832.40;18817124.34;7140593.14;234181.52;171191.66;107947.86;86644.13;2.17;6093203.77;120360832.40;18817124.34;7140593.14;234181.52;171191.66;107947.86;86644.13;2.17;0.00
28.796.986/0001-77;KINERET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;60198026.20;22859909.00;2404550.70;3214228.10;786542.70;0.00;82703.30;10107924.70;0.00;60198026.20;22859909.00;2404550.70;3214228.10;786542.70;0.00;82703.30;10107924.70;0.00
28.819.553/0001-90;PÁTRIA CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;558769966.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.819.664/0001-04;TREVYS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.849.641/0001-34;SQUID FUNDO DE INVESTIMENTO EM DIRETOS CREDITÓRIOS;2024-11-30;0.00;20456435.30;3065343.20;148856.00;1505.80;4983.40;264653.00;0.00;3978621.70;0.00;20456435.30;3065343.20;148856.00;1505.80;4983.40;264653.00;0.00;3978621.70;0.00
28.849.649/0001-09;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA A55 SAAS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.849.674/0001-84;UPPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;24576047.50;0.00;0.00;0.00;4227160.89;0.00;0.00;0.00;0.00;24576047.50;0.00;0.00;0.00;4227160.89;0.00;0.00;0.00;0.00;0.00
28.879.529/0001-46;CREDISA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;28234268.21;0.00;0.00;3489943.70;0.00;791487.00;281443.94;0.00;6365942.74;28234268.21;0.00;0.00;3489943.70;0.00;791487.00;281443.94;0.00;6365942.74;26763061.52
28.879.551/0001-96;NOVAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2024-11-30;63097415.59;0.00;0.00;7704302.02;0.00;2504711.03;135892.02;0.00;2608681.51;63097415.59;0.00;0.00;7704302.02;0.00;2504711.03;135892.02;0.00;2608681.51;51713029.85
28.880.344/0001-51;CARAVELAS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS - FIDC NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.880.384/0001-01;GENOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.880.400/0001-58;GRAN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.912.351/0001-98;SADESUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
28.960.803/0001-07;M SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;19526260.40;0.00;0.00;1168920.26;0.00;361202.46;135607.07;0.00;753403.92;19526260.40;0.00;0.00;1168920.26;0.00;361202.46;135607.07;0.00;753403.92;0.00
29.010.636/0001-04;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP OPTIONS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.010.886/0001-36;GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.018.916/0001-50;UA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;27000090.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27000090.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.043.573/0001-84;MALTA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.045.928/0001-74;PANORAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.077.751/0001-98;PREGUINHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.077.762/0001-78;VERYON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.085.410/0001-64;NEB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;3229121.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3229121.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.085.424/0001-88;BH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.109.292/0001-87;PINARELLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;20047666.64;0.00;0.00;986072.35;0.00;73377.30;0.00;0.00;975656.52;20047666.64;0.00;0.00;986072.35;0.00;73377.30;0.00;0.00;975656.52;41904639.59
29.109.316/0001-06;DFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;7482036.26;0.00;1238408.61;0.00;910694.86;1558555.84;0.00;271124.92;2855194.21;7482036.26;0.00;1238408.61;0.00;910694.86;1558555.84;0.00;271124.92;2855194.21;7179383.22
29.109.350/0001-72;JC DIVERSIFICADO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;2773520168.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2773520168.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
29.109.383/0001-12;CAPITAL FINANÇAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;28039917.41;0.00;2893215.50;1702331.00;0.00;822831.41;3633849.95;0.00;2805418.91;28039917.41;0.00;2893215.50;1702331.00;0.00;822831.41;3633849.95;0.00;2805418.91;17719359.52
29.109.411/0001-00;JC DIVERSIFICADO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
