CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
42.794.134/0001-71;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VI RESPONSABILIDADE LIMITADA;2024-11-30;1340772.66;1340772.66;1340772.66;0.00;0.00;0.00;0.00;0.00;0.00
42.794.237/0001-31;ONNI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1563016.69;1563016.69;1563016.69;0.00;0.00;0.00;0.00;0.00;0.00
42.813.981/0001-36;METALFRIO SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;127685.87;127685.87;91095.48;36590.39;0.00;0.00;0.00;0.00;0.00
42.827.518/0001-43;VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;89023.65;89023.65;89023.65;0.00;0.00;0.00;0.00;0.00;0.00
42.860.938/0001-21;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VII RESPONSABILIDADE LIMITADA;2024-11-30;3081147.51;3081147.51;3081147.51;0.00;0.00;0.00;0.00;0.00;0.00
42.860.984/0001-20;CONDOBLUE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;298983.43;298983.43;298983.43;0.00;0.00;0.00;0.00;0.00;0.00
42.866.928/0001-01;SETTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;41000.00;41000.00;35000.00;6000.00;0.00;0.00;0.00;0.00;0.00
42.866.957/0001-65;PATAGONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;56726.60;56726.60;56026.52;700.08;0.00;0.00;0.00;0.00;0.00
42.866.998/0001-51;PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;52500.00;52500.00;52500.00;0.00;0.00;0.00;0.00;0.00;0.00
42.867.154/0001-25;NO STRESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1380947.50;1380947.50;1380947.50;0.00;0.00;0.00;0.00;0.00;0.00
42.867.211/0001-76;CW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO;2024-11-30;390864.54;390864.54;390864.54;0.00;0.00;0.00;0.00;0.00;0.00
42.888.478/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS JUVO;2024-11-30;819583.93;819583.93;819583.93;0.00;0.00;0.00;0.00;0.00;0.00
42.888.490/0001-54;ICRED OPARÁ FIDC NÃO-PADRONIZADOS - SEGMENTO FINANCEIRO - DE RESPONSABILIDADE LIMITADA;2024-11-30;3093866.03;2840130.49;2840130.49;0.00;253735.54;0.00;0.00;0.00;253735.54
42.921.964/0001-12;DAY MAXX 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;195371.18;195371.18;195371.18;0.00;0.00;0.00;0.00;0.00;0.00
42.922.136/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEA I DE RESPONSABILIDADE LIMITADA;2024-11-30;1826895.82;1826895.82;1826895.82;0.00;0.00;0.00;0.00;0.00;0.00
42.922.157/0001-14;RCL3X FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;24437445.68;24437445.68;24437445.68;0.00;0.00;0.00;0.00;0.00;0.00
42.926.752/0001-28;QR RISPAR CRÉDITO CRIPTO I - FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;31389.11;31389.11;31389.11;0.00;0.00;0.00;0.00;0.00;0.00
42.933.402/0001-99;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA FUTURO  PREVIDÊNCIA CONSIGNADO PÚBLICO;2024-11-30;488906.88;488906.88;0.00;488906.88;0.00;0.00;0.00;0.00;0.00
42.934.790/0001-22;GRÃO YIELD CLASSE DE INVESTIMENTO EM COTAS DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;76854.64;76854.64;76854.64;0.00;0.00;0.00;0.00;0.00;0.00
43.018.311/0001-90;KARDBANK CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.023.990/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CB;2024-11-30;103025.51;103025.51;103025.51;0.00;0.00;0.00;0.00;0.00;0.00
43.076.377/0001-37;MAX FINANCEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;76492.55;76492.55;76492.55;0.00;0.00;0.00;0.00;0.00;0.00
43.076.509/0001-20;CERTO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;134400.68;134400.68;134400.68;0.00;0.00;0.00;0.00;0.00;0.00
43.102.422/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BP IP;2024-11-30;133591.36;133591.36;133591.36;0.00;0.00;0.00;0.00;0.00;0.00
43.104.380/0001-17;MIXTEL MULTI FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;210309.72;210309.72;210309.72;0.00;0.00;0.00;0.00;0.00;0.00
43.122.353/0001-77;FATURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;1406995.94;1406995.94;1406995.94;0.00;0.00;0.00;0.00;0.00;0.00
43.143.438/0001-31;STZ FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CORPORATIVOS;2024-11-30;140289.07;140289.07;140289.07;0.00;0.00;0.00;0.00;0.00;0.00
43.143.480/0001-52;FIDC DE RESPONSABILIDADE LIMITADA REDE DE POSTOS MONTE CARLO;2024-11-30;218590.54;218590.54;218590.54;0.00;0.00;0.00;0.00;0.00;0.00
43.145.848/0001-11;CAROUGE 41 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;8551.01;8551.01;8551.01;0.00;0.00;0.00;0.00;0.00;0.00
43.164.614/0001-11;FUNDO DE RECUPERAÇÃO DE CRÉDITOS E ATIVOS FIDC RESP LIMITADA;2024-11-30;1002928.17;1002928.17;1002928.17;0.00;0.00;0.00;0.00;0.00;0.00
43.165.221/0001-22;SÃO CARLOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II;2024-11-30;151969.49;151969.49;151969.49;0.00;0.00;0.00;0.00;0.00;0.00
43.181.488/0001-03;TOPCRED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;29842.10;29842.10;29842.10;0.00;0.00;0.00;0.00;0.00;0.00
43.181.523/0001-94;CAPITALIZE EBF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;18900.00;18900.00;18900.00;0.00;0.00;0.00;0.00;0.00;0.00
43.193.260/0001-33;RESIDENCE CLUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;502256.55;502256.55;498537.02;3719.53;0.00;0.00;0.00;0.00;0.00
43.236.160/0001-47;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VCK II CONSIGNADOS;2024-11-30;431262.80;431262.80;431262.80;0.00;0.00;0.00;0.00;0.00;0.00
43.236.200/0001-50;EM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;5126.74;5126.74;5126.74;0.00;0.00;0.00;0.00;0.00;0.00
43.237.790/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSORCIEI II - RESPONSABILIDADE LIMITADA;2024-11-30;23997389.62;23997389.62;23997389.62;0.00;0.00;0.00;0.00;0.00;0.00
43.271.544/0001-09;CBZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;26105.00;26105.00;26105.00;0.00;0.00;0.00;0.00;0.00;0.00
43.290.912/0001-58;SDL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;100245.83;100245.83;100245.83;0.00;0.00;0.00;0.00;0.00;0.00
43.309.133/0001-57;NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;231477.29;231477.29;0.00;231477.29;0.00;0.00;0.00;0.00;0.00
43.309.233/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LIVERPOOL RESPONSABILIDADE LIMITADA;2024-11-30;358264.52;358264.52;0.00;358264.52;0.00;0.00;0.00;0.00;0.00
43.391.632/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EM CLASSES DE COTAS  BIZCAPITAL I RESP LIMITADA;2024-11-30;22083.58;22083.58;22083.58;0.00;0.00;0.00;0.00;0.00;0.00
43.444.591/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OUZE - RESPONSABILIDADE LIMITADA;2024-11-30;306933.39;306933.39;306933.39;0.00;0.00;0.00;0.00;0.00;0.00
43.489.824/0001-80;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR  AUTO-FORD;2024-11-30;734755.19;734755.19;734755.19;0.00;0.00;0.00;0.00;0.00;0.00
43.551.156/0001-73;ORRAM CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;169717.75;169717.75;169717.75;0.00;0.00;0.00;0.00;0.00;0.00
43.551.206/0001-12;ORRAM 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;136413.69;136413.69;136413.69;0.00;0.00;0.00;0.00;0.00;0.00
43.616.501/0001-00;INSUMOS MILENIO TERRAMAGNA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DC;2024-11-30;961896.68;961896.68;0.00;961896.68;0.00;0.00;0.00;0.00;0.00
43.616.659/0001-80;TALÓ 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;355413.69;355413.69;0.00;355413.69;0.00;0.00;0.00;0.00;0.00
43.616.756/0001-72;FIDC - BANCOS EMISSORES DE CARTÃO DE CRÉDITO - STONE IV - RESPONSABILIDADE LIMITADA;2024-11-30;206515.37;206515.37;0.00;206515.37;0.00;0.00;0.00;0.00;0.00
43.619.145/0001-88;QI QUATÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;137563.48;137563.48;137563.48;0.00;0.00;0.00;0.00;0.00;0.00
43.648.593/0001-00;FC MONEY FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA;2024-11-30;58962.55;58962.55;58962.55;0.00;0.00;0.00;0.00;0.00;0.00
43.690.506/0001-82;JIVE BOSSANOVA MASTER HIGH YIELD - FIDC DE RESPONSABILIDADE ILIMITADA;2024-11-30;3049083.94;3049083.94;3049083.94;0.00;0.00;0.00;0.00;0.00;0.00
43.702.385/0001-41;PODIUM SENIOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.702.427/0001-44;GRUPO AFFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;177759.74;177759.74;175815.28;1944.46;0.00;0.00;0.00;0.00;0.00
43.702.537/0001-06;PODIUM MEZANINO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
43.702.714/0001-54;SAVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;79558.12;79558.12;76270.07;3288.05;0.00;0.00;0.00;0.00;0.00
43.705.687/0001-73;EDENEMERALD HEZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;95092.69;95092.69;95092.69;0.00;0.00;0.00;0.00;0.00;0.00
43.721.652/0001-28;NXC CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3382178.35;3382178.35;3382178.35;0.00;0.00;0.00;0.00;0.00;0.00
43.721.713/0001-57;BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS II;2024-11-30;788213.70;788213.70;788213.70;0.00;0.00;0.00;0.00;0.00;0.00
43.722.605/0001-07;EDENTOURMALINE HAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;32967.51;32967.51;32967.51;0.00;0.00;0.00;0.00;0.00;0.00
43.722.793/0001-65;F2 BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;220928.78;220928.78;220928.78;0.00;0.00;0.00;0.00;0.00;0.00
43.740.863/0001-08;MUFFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;70562534.75;70562534.75;70562534.75;0.00;0.00;0.00;0.00;0.00;0.00
43.806.417/0001-59;RADIX TRIMARÃ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;774843.78;774843.78;774843.78;0.00;0.00;0.00;0.00;0.00;0.00
43.806.680/0001-48;TULIPA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;2519218.97;2519218.97;54000.00;2465218.97;0.00;0.00;0.00;0.00;0.00
43.809.819/0001-07;SARAFINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;7978785.15;7978785.15;7978785.15;0.00;0.00;0.00;0.00;0.00;0.00
43.809.891/0001-34;ENGELBERG 41 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;28228.67;28228.67;28228.67;0.00;0.00;0.00;0.00;0.00;0.00
43.809.937/0001-15;AKRON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO- PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;199355.00;199355.00;199355.00;0.00;0.00;0.00;0.00;0.00;0.00
43.810.395/0001-09;XINGÓ FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;83637.14;83637.14;83637.14;0.00;0.00;0.00;0.00;0.00;0.00
43.863.266/0001-70;LC SFH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;15480223.07;15480223.07;15480223.07;0.00;0.00;0.00;0.00;0.00;0.00
43.866.327/0001-53;FG NOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;459163.72;459163.72;459163.72;0.00;0.00;0.00;0.00;0.00;0.00
43.866.348/0001-79;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA;2024-11-30;3394221.05;3394221.05;3394221.05;0.00;0.00;0.00;0.00;0.00;0.00
43.873.012/0001-33;CARMEL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;19981.18;19981.18;19981.18;0.00;0.00;0.00;0.00;0.00;0.00
43.911.620/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - ACR II - RESPONSABILIDADE LIMITADA;2024-11-30;44378.41;44378.41;0.00;44378.41;0.00;0.00;0.00;0.00;0.00
43.946.439/0001-14;ATIVOS JUDICIAIS PEC - I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;358083.76;358083.76;149104.38;208979.38;0.00;0.00;0.00;0.00;0.00
43.946.448/0001-05;CALÊNDULA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;10373253.18;10373253.18;15000.00;10358253.18;0.00;0.00;0.00;0.00;0.00
44.002.502/0001-27;KP GUARDIAN FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA;2024-11-30;9851.69;9851.69;9851.69;0.00;0.00;0.00;0.00;0.00;0.00
44.002.535/0001-77;BEX FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;892493.00;892493.00;892493.00;0.00;0.00;0.00;0.00;0.00;0.00
44.062.556/0001-88;ARES FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;63832.73;63832.73;63832.73;0.00;0.00;0.00;0.00;0.00;0.00
44.062.564/0001-24;SFT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7161259.88;7161259.88;7161259.88;0.00;0.00;0.00;0.00;0.00;0.00
44.062.576/0001-59;PRECPAGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;122515.00;122515.00;122515.00;0.00;0.00;0.00;0.00;0.00;0.00
44.076.714/0001-59;STRATEGI SINGLE NAME NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;4267021.76;4267021.76;4267021.76;0.00;0.00;0.00;0.00;0.00;0.00
44.124.465/0001-20;TMAQ 21 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE ARRANJOS DE PAGAMENTO DE RESPONSABILIDADE L;2024-11-30;304787.92;304787.92;304787.92;0.00;0.00;0.00;0.00;0.00;0.00
44.124.617/0001-94;CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;55152.61;55152.61;55152.61;0.00;0.00;0.00;0.00;0.00;0.00
44.173.269/0001-45;KEPLER WEBER FIAGRO-DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;44592.86;44592.86;44592.86;0.00;0.00;0.00;0.00;0.00;0.00
44.173.345/0001-12;ACCESS ASA DISTRESSED FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2083.91;2083.91;2083.91;0.00;0.00;0.00;0.00;0.00;0.00
44.173.399/0001-88;H2 ISP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;76903.65;76903.65;76903.65;0.00;0.00;0.00;0.00;0.00;0.00
44.173.416/0001-87;BTAG MASTER I FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;12446510.25;96028.89;15833.89;80195.00;12350481.36;0.00;0.00;0.00;12350481.36
44.173.467/0001-09;MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE;2024-11-30;450771.32;312401.84;28946.40;283455.44;138369.48;0.00;0.00;0.00;138369.48
44.173.493/0001-37;EXES SPECIAL OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;3783233.00;3783233.00;179349.76;3603883.24;0.00;0.00;0.00;0.00;0.00
44.173.512/0001-25;SUPER RENDA MENSAL FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2024-11-30;9562.99;9562.99;9562.99;0.00;0.00;0.00;0.00;0.00;0.00
44.177.436/0001-26;GALAXY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PADRONIZADOS;2024-11-30;225636414.47;225636414.47;225636414.47;0.00;0.00;0.00;0.00;0.00;0.00
44.178.497/0001-08;XP CREDIT SELECTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;49038.47;49038.47;49038.47;0.00;0.00;0.00;0.00;0.00;0.00
44.179.672/0001-81;LATACHE CRÉDITO ESTRUTURADO FIDC NP;2024-11-30;61180.37;61180.37;61180.37;0.00;0.00;0.00;0.00;0.00;0.00
44.197.635/0001-04;ARROBANK RECEBÍVEIS AGROPECUÁRIOS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;420228.42;420228.42;420228.42;0.00;0.00;0.00;0.00;0.00;0.00
44.229.197/0001-00;EUV SP1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;269056.19;269056.19;269056.19;0.00;0.00;0.00;0.00;0.00;0.00
44.271.111/0001-08;GUARDIAN CAPITAL CONSIG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS;2024-11-30;729555.38;729555.38;729555.38;0.00;0.00;0.00;0.00;0.00;0.00
44.272.584/0001-20;LAVORO AGRO FIDC DAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - REPONSABILIDADE LIMITADA;2024-11-30;1292033.29;1292033.29;1292033.29;0.00;0.00;0.00;0.00;0.00;0.00
44.272.660/0001-05;PRECATO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;264722.57;264722.57;264722.57;0.00;0.00;0.00;0.00;0.00;0.00
44.273.371/0001-12;GRYPHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;35500.00;35500.00;35500.00;0.00;0.00;0.00;0.00;0.00;0.00
44.302.001/0001-66;CULTTIVO OCTANTE CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS;2024-11-30;2390337.53;2390337.53;2390337.53;0.00;0.00;0.00;0.00;0.00;0.00
44.302.089/0001-16;BLACK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;597001.42;597001.42;597001.42;0.00;0.00;0.00;0.00;0.00;0.00
44.302.112/0001-72;CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA;2024-11-30;336678.98;336678.98;336678.98;0.00;0.00;0.00;0.00;0.00;0.00
44.345.159/0001-13;GENTE DO BULLLA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;79346.44;79346.44;76624.22;2722.22;0.00;0.00;0.00;0.00;0.00
44.372.728/0001-10;AURORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA;2024-11-30;329026.78;329026.78;0.00;329026.78;0.00;0.00;0.00;0.00;0.00
44.395.203/0001-08;DOMINÓ CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;568517.68;568517.68;568517.68;0.00;0.00;0.00;0.00;0.00;0.00
44.395.252/0001-32;B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;553079.76;553079.76;553079.76;0.00;0.00;0.00;0.00;0.00;0.00
44.395.262/0001-78;SAN PRECA FEDERAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;8989507.26;8989507.26;8989507.26;0.00;0.00;0.00;0.00;0.00;0.00
44.395.279/0001-25;JUGIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;29167.11;29167.11;29167.11;0.00;0.00;0.00;0.00;0.00;0.00
44.395.545/0001-10;CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;1219224.60;1219224.60;1219224.60;0.00;0.00;0.00;0.00;0.00;0.00
44.395.590/0001-74;ELITE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;88915.67;88915.67;88915.67;0.00;0.00;0.00;0.00;0.00;0.00
44.395.626/0001-10;SOLAR II FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO MULTISSETORIAL;2024-11-30;1612970.12;1612970.12;1611025.80;1944.32;0.00;0.00;0.00;0.00;0.00
44.395.637/0001-08;CM FEDERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS;2024-11-30;31443.88;31443.88;30686.91;756.97;0.00;0.00;0.00;0.00;0.00
44.395.657/0001-70;CM ESTADUAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS;2024-11-30;239188.56;239188.56;238431.59;756.97;0.00;0.00;0.00;0.00;0.00
44.414.972/0001-06;TECNOMOTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;99063.45;99063.45;99063.45;0.00;0.00;0.00;0.00;0.00;0.00
44.415.022/0001-98;QUARTZO ALPHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO - PADRONIZADOS;2024-11-30;258688.20;258688.20;258688.20;0.00;0.00;0.00;0.00;0.00;0.00
44.415.066/0001-18;MENESTYS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2024-11-30;52639.94;52639.94;52639.94;0.00;0.00;0.00;0.00;0.00;0.00
44.465.412/0001-72;HIKARI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;82448.09;82448.09;82448.09;0.00;0.00;0.00;0.00;0.00;0.00
44.465.521/0001-90;IPÊ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;7756.76;7756.76;7756.76;0.00;0.00;0.00;0.00;0.00;0.00
44.479.362/0001-82;GUAJUVIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA;2024-11-30;16000.00;16000.00;16000.00;0.00;0.00;0.00;0.00;0.00;0.00
44.479.980/0001-22;SOLIS 051 FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;55865.04;55865.04;55865.04;0.00;0.00;0.00;0.00;0.00;0.00
44.516.049/0001-77;ISAAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO DE SERVIÇOS EDUCACIONAIS;2024-11-30;4605331.87;4605331.87;4605331.87;0.00;0.00;0.00;0.00;0.00;0.00
44.574.361/0001-17;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS UPL 02 - RESPONSABILIDADE LIMITADA;2024-11-30;366356.29;366356.29;0.00;366356.29;0.00;0.00;0.00;0.00;0.00
