CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
41.373.619/0001-29;TREEFOLK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;89073.69;89073.69;89073.69;0.00;0.00;0.00;0.00;0.00;0.00
41.387.466/0001-79;3G BANK - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;30107.35;30107.35;30107.35;0.00;0.00;0.00;0.00;0.00;0.00
41.391.208/0001-66;FOUR EVEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;115100664.73;115100664.73;115100458.71;206.02;0.00;0.00;0.00;0.00;0.00
41.391.264/0001-09;ULEND FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;110884.17;110884.17;110884.17;0.00;0.00;0.00;0.00;0.00;0.00
41.514.874/0001-44;FORMES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;5234429.32;5234429.32;830572.68;4403856.64;0.00;0.00;0.00;0.00;0.00
41.520.310/0001-14;TOKAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;496948.46;496948.46;47500.00;449448.46;0.00;0.00;0.00;0.00;0.00
41.520.452/0001-81;AGROFORTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2452202.52;2452202.52;2452202.52;0.00;0.00;0.00;0.00;0.00;0.00
41.537.932/0001-55;RADIX TURBO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;1865398.85;1865398.85;1865398.85;0.00;0.00;0.00;0.00;0.00;0.00
41.557.609/0001-43;SUN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;52827.29;52827.29;52827.29;0.00;0.00;0.00;0.00;0.00;0.00
41.557.655/0001-42;PROSPEROUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;3346235.75;3346235.75;3206235.65;140000.10;0.00;0.00;0.00;0.00;0.00
41.575.924/0001-01;FINANCE ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  NÃO PADRONIZADOS;2024-11-30;1854201.17;1854201.17;1854201.17;0.00;0.00;0.00;0.00;0.00;0.00
41.575.962/0001-56;HAWK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS;2024-11-30;329470.80;329470.80;326748.95;2721.85;0.00;0.00;0.00;0.00;0.00
41.579.569/0001-30;BETTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25000.00;25000.00;25000.00;0.00;0.00;0.00;0.00;0.00;0.00
41.579.637/0001-61;MGW ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA;2024-11-30;8827407.02;8827407.02;8827407.02;0.00;0.00;0.00;0.00;0.00;0.00
41.579.651/0001-65;ALLCHEM CRED FUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;123056.00;123056.00;25000.00;98056.00;0.00;0.00;0.00;0.00;0.00
41.579.666/0001-23;ALLIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
41.593.704/0001-00;INDÚSTRIA Q1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;192644.58;192644.58;192644.58;0.00;0.00;0.00;0.00;0.00;0.00
41.609.394/0001-67;VERSATILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;811906.12;811906.12;811906.12;0.00;0.00;0.00;0.00;0.00;0.00
41.609.997/0001-69;ACERTO GRUPO INTER - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;48661.08;48661.08;48661.08;0.00;0.00;0.00;0.00;0.00;0.00
41.649.863/0001-71;WALL FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;899140.48;899140.48;899140.38;0.10;0.00;0.00;0.00;0.00;0.00
41.649.912/0001-76;OLAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;2416648.85;2416648.85;2416648.85;0.00;0.00;0.00;0.00;0.00;0.00
41.649.927/0001-34;LIBER INFRACOMMERCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;530564.68;530564.68;525897.23;4667.45;0.00;0.00;0.00;0.00;0.00
41.650.271/0001-70;SIMBA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;5655325.20;5655325.20;5655325.20;0.00;0.00;0.00;0.00;0.00;0.00
41.673.339/0001-36;SSE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;23809.98;23809.98;23809.83;0.15;0.00;0.00;0.00;0.00;0.00
41.673.465/0001-90;HILL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;14347.83;14347.83;14347.83;0.00;0.00;0.00;0.00;0.00;0.00
41.673.514/0001-95;CENTAURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;47799.18;47799.18;47799.18;0.00;0.00;0.00;0.00;0.00;0.00
41.687.404/0001-82;CASH PLUS LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRI;2024-11-30;408722.45;408722.45;406898.55;1823.90;0.00;0.00;0.00;0.00;0.00
41.687.501/0001-75;PRIME INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;923258.13;923258.13;923258.13;0.00;0.00;0.00;0.00;0.00;0.00
41.687.522/0001-90;SUPERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;561033.34;561033.34;543814.81;17218.53;0.00;0.00;0.00;0.00;0.00
41.755.684/0001-19;TRAÇADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;67514.49;67514.49;67514.49;0.00;0.00;0.00;0.00;0.00;0.00
41.755.724/0001-22;LESTE CREDIT PRECATÓRIOS I  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;1334529.16;1334529.16;1334529.16;0.00;0.00;0.00;0.00;0.00;0.00
41.755.753/0001-94;ZEFIRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;58241619.32;58241619.32;58241619.32;0.00;0.00;0.00;0.00;0.00;0.00
41.755.826/0001-48;RIO DOCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2368355.81;2368355.81;2368355.81;0.00;0.00;0.00;0.00;0.00;0.00
41.755.875/0001-80;BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;145182.21;145182.21;144967.48;214.73;0.00;0.00;0.00;0.00;0.00
41.755.904/0001-04;LESTE ATIVOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;5710115.82;5710115.82;5710115.82;0.00;0.00;0.00;0.00;0.00;0.00
41.755.934/0001-10;FIDEM BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;28917.17;28917.17;28917.17;0.00;0.00;0.00;0.00;0.00;0.00
41.776.050/0001-42;SIMBA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;28846.51;28846.51;28846.51;0.00;0.00;0.00;0.00;0.00;0.00
41.776.150/0001-79;REAG MASTER FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS P;2024-11-30;895575.99;895575.99;895575.99;0.00;0.00;0.00;0.00;0.00;0.00
41.776.322/0001-04;REAG RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;517649.89;517649.89;517649.89;0.00;0.00;0.00;0.00;0.00;0.00
41.776.416/0001-83;RHODONITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;190682005.16;190682005.16;190682005.16;0.00;0.00;0.00;0.00;0.00;0.00
41.778.453/0001-20;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA;2024-11-30;14159301.62;14159301.62;14159301.62;0.00;0.00;0.00;0.00;0.00;0.00
41.801.514/0001-23;MLC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;355710.25;355710.25;355710.25;0.00;0.00;0.00;0.00;0.00;0.00
41.820.271/0001-70;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TAMANDARÉ;2024-11-30;2654947.06;2654947.06;2654947.06;0.00;0.00;0.00;0.00;0.00;0.00
41.820.379/0001-63;SL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;7290.72;7290.72;7290.72;0.00;0.00;0.00;0.00;0.00;0.00
41.820.715/0001-78;ATALHOCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;34999.97;34999.97;34999.97;0.00;0.00;0.00;0.00;0.00;0.00
41.865.425/0001-40;BEAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;6290065.00;6290065.00;6200383.69;89681.31;0.00;0.00;0.00;0.00;0.00
41.957.418/0001-79;MILENIO MAGENTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;101377.90;101377.90;101377.90;0.00;0.00;0.00;0.00;0.00;0.00
41.970.012/0001-26;MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;5030785.52;5030785.52;499110.30;4531675.22;0.00;0.00;0.00;0.00;0.00
41.970.097/0001-42;NAIA ZETTA VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;38938.75;38938.75;38938.75;0.00;0.00;0.00;0.00;0.00;0.00
41.992.740/0001-39;QUASAR DIRECT LENDING II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;55657.40;55657.40;55657.40;0.00;0.00;0.00;0.00;0.00;0.00
42.031.108/0001-91;DES SABLES FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;4976698.96;4976698.96;4976698.96;0.00;0.00;0.00;0.00;0.00;0.00
42.031.145/0001-08;VÊNETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;60537.07;60537.07;60537.07;0.00;0.00;0.00;0.00;0.00;0.00
42.043.592/0001-79;ATLAS 7 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;508843.18;508843.18;508843.18;0.00;0.00;0.00;0.00;0.00;0.00
42.043.708/0001-70;ALGARVE COFFEE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;208115.22;208115.22;208115.22;0.00;0.00;0.00;0.00;0.00;0.00
42.043.830/0001-46;ALGARVE MALL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;88473.10;88473.10;88473.10;0.00;0.00;0.00;0.00;0.00;0.00
42.067.109/0001-96;OLÍMPIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;300000.00;300000.00;300000.00;0.00;0.00;0.00;0.00;0.00;0.00
42.067.134/0001-70;BANQI EP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1508707.80;1508707.80;1508707.80;0.00;0.00;0.00;0.00;0.00;0.00
42.084.488/0001-22;ALENTEJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;375727.54;375727.54;375727.54;0.00;0.00;0.00;0.00;0.00;0.00
42.085.799/0001-06;LESTE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17926.72;17926.72;17926.72;0.00;0.00;0.00;0.00;0.00;0.00
42.085.816/0001-05;CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;24912.82;24912.82;24912.82;0.00;0.00;0.00;0.00;0.00;0.00
42.085.830/0001-09;CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;24912.82;24912.82;24912.82;0.00;0.00;0.00;0.00;0.00;0.00
42.102.603/0001-44;CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.133.745/0001-79;STRATEGI SPECIAL OPPORTUNITIES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;3068752.02;3068752.02;3068752.02;0.00;0.00;0.00;0.00;0.00;0.00
42.133.756/0001-59;NAGRO GHIA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - DIREITOS CREDITÓRIOS;2024-11-30;79663.58;79663.58;79663.58;0.00;0.00;0.00;0.00;0.00;0.00
42.154.687/0001-60;MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2070482.93;2070482.93;2070482.93;0.00;0.00;0.00;0.00;0.00;0.00
42.174.080/0001-41;RAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2024-11-30;195585.14;195585.14;195585.14;0.00;0.00;0.00;0.00;0.00;0.00
42.196.119/0001-21;CEDARS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;4151672.06;4151672.06;4151672.06;0.00;0.00;0.00;0.00;0.00;0.00
42.196.288/0001-61;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EXODUS INSTITUCIONA;2024-11-30;299385.87;299385.87;299385.85;0.02;0.00;0.00;0.00;0.00;0.00
42.196.346/0001-57;VIA CAPITAL ADAMANTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;611954.42;611954.42;611954.42;0.00;0.00;0.00;0.00;0.00;0.00
42.196.361/0001-03;GRIFFIN INVESTMENTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESP LIMITADA;2024-11-30;1104188.08;1104188.08;1104188.08;0.00;0.00;0.00;0.00;0.00;0.00
42.246.784/0001-82;LC I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;27928.23;27928.23;27928.23;0.00;0.00;0.00;0.00;0.00;0.00
42.265.317/0001-08;BMG MIDDLE MARKET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;55778.73;55778.73;54122.03;1656.70;0.00;0.00;0.00;0.00;0.00
42.273.967/0001-97;PLETORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;224039.32;224039.32;224039.32;0.00;0.00;0.00;0.00;0.00;0.00
42.288.547/0001-84;JGP ESTRUTURADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;71385.29;71385.29;71385.29;0.00;0.00;0.00;0.00;0.00;0.00
42.299.306/0001-30;PRAT 12 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;15000.00;15000.00;15000.00;0.00;0.00;0.00;0.00;0.00;0.00
42.299.325/0001-67;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS KUNA CAPITAL;2024-11-30;243704.89;243704.89;241760.24;1944.65;0.00;0.00;0.00;0.00;0.00
42.299.351/0001-95;FIGTREE EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;46944.07;46944.07;46944.07;0.00;0.00;0.00;0.00;0.00;0.00
42.299.401/0001-34;FIDC FUNTTEL PADTEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;21002.71;21002.71;21002.71;0.00;0.00;0.00;0.00;0.00;0.00
42.317.295/0001-74;CONDOLIVRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;786161.29;786161.29;786161.29;0.00;0.00;0.00;0.00;0.00;0.00
42.321.262/0001-06;SAINT-TROPEZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;179219.70;179219.70;179219.70;0.00;0.00;0.00;0.00;0.00;0.00
42.336.323/0001-09;CERES CONFINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;4267291.82;4267291.82;4267291.82;0.00;0.00;0.00;0.00;0.00;0.00
42.336.359/0001-84;ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS IS DE RESPONSABILIDADE LIMITADA;2024-11-30;126151.72;126151.72;126151.72;0.00;0.00;0.00;0.00;0.00;0.00
42.357.817/0001-61;CONCRETO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;59861.05;59861.05;59861.05;0.00;0.00;0.00;0.00;0.00;0.00
42.358.004/0001-96;ACONCÁGUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;1240744.42;1240744.42;785548.10;455196.32;0.00;0.00;0.00;0.00;0.00
42.358.012/0001-32;LONDRES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;33043595.24;33043595.24;52503.16;32991092.08;0.00;0.00;0.00;0.00;0.00
42.401.957/0001-90;ATIVOS ESPECIAIS III - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;8259570.39;8259570.39;8259570.39;0.00;0.00;0.00;0.00;0.00;0.00
42.404.659/0001-53;ARCESP CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;54645.94;54645.94;54645.94;0.00;0.00;0.00;0.00;0.00;0.00
42.404.812/0001-42;GRUPO H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;29285.09;29285.09;29285.09;0.00;0.00;0.00;0.00;0.00;0.00
42.432.319/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BIZCAPITAL FINPASS PME RESPONSABILIDADE LIMITADA;2024-11-30;456927.36;456927.36;456927.36;0.00;0.00;0.00;0.00;0.00;0.00
42.449.234/0001-60;REALINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1145044.36;1145044.36;1143099.92;1944.44;0.00;0.00;0.00;0.00;0.00
42.449.623/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECONLOG BANK;2024-11-30;34062.38;34062.38;34062.38;0.00;0.00;0.00;0.00;0.00;0.00
42.462.074/0001-90;HERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;69195618.58;69195618.58;69195617.58;1.00;0.00;0.00;0.00;0.00;0.00
42.462.120/0001-50;SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;5886518.46;5886518.46;5874134.95;12383.51;0.00;0.00;0.00;0.00;0.00
42.462.162/0001-91;EXES MÁQUINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;811976.75;811976.75;811976.75;0.00;0.00;0.00;0.00;0.00;0.00
42.462.306/0001-00;IS GREEN SOLFÁCIL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;611526.33;611526.33;611526.33;0.00;0.00;0.00;0.00;0.00;0.00
42.462.558/0001-39;KÉRDOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;70552.31;70552.31;70552.31;0.00;0.00;0.00;0.00;0.00;0.00
42.479.713/0001-20;VELSO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;38053.45;38053.45;38053.45;0.00;0.00;0.00;0.00;0.00;0.00
42.518.113/0001-23;SÃO CARLOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;17771.30;17771.30;17771.30;0.00;0.00;0.00;0.00;0.00;0.00
42.518.151/0001-86;ZP I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;238687.31;238687.31;238687.31;0.00;0.00;0.00;0.00;0.00;0.00
42.518.256/0001-35;DOMMUS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2024-11-30;24930.78;24930.78;24930.78;0.00;0.00;0.00;0.00;0.00;0.00
42.518.335/0001-46;AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;772018.20;772018.20;772018.20;0.00;0.00;0.00;0.00;0.00;0.00
42.518.422/0001-01;ALVORADA SC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;25450.00;25450.00;25450.00;0.00;0.00;0.00;0.00;0.00;0.00
42.533.739/0001-09;AX CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  MULTISSETORIAL;2024-11-30;288494.95;288494.95;286550.49;1944.46;0.00;0.00;0.00;0.00;0.00
42.556.229/0001-57;SIMONETTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;126885.06;126885.06;126884.64;0.42;0.00;0.00;0.00;0.00;0.00
42.556.334/0001-96;DIGITAL STRATEGY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1753387.75;1753387.75;1753387.75;0.00;0.00;0.00;0.00;0.00;0.00
42.582.289/0001-44;ABC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;41236.76;41236.76;39292.36;1944.40;0.00;0.00;0.00;0.00;0.00
42.583.959/0001-47;HY II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;1661835.28;1661835.28;20000.00;1641835.28;0.00;0.00;0.00;0.00;0.00
42.605.189/0001-96;MINASVERDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;8212592.68;8212592.68;8212592.68;0.00;0.00;0.00;0.00;0.00;0.00
42.605.322/0001-04;OPHIR FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2024-11-30;4436692.95;4436692.95;4436692.95;0.00;0.00;0.00;0.00;0.00;0.00
42.605.393/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR DUCOCO;2024-11-30;210313.57;210313.57;210313.57;0.00;0.00;0.00;0.00;0.00;0.00
42.606.211/0001-12;PORTOSEG CDC VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;2452272.91;2452272.91;2452272.91;0.00;0.00;0.00;0.00;0.00;0.00
42.627.599/0001-38;COOPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;287901.12;287901.12;285956.89;1944.23;0.00;0.00;0.00;0.00;0.00
42.627.753/0001-71;LB FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2024-11-30;27644.36;27644.36;27644.36;0.00;0.00;0.00;0.00;0.00;0.00
42.700.460/0001-72;XP SS 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2736980.78;2736980.78;2736980.78;0.00;0.00;0.00;0.00;0.00;0.00
42.700.507/0001-06;XP SS 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;2207569.05;2207569.05;2207569.05;0.00;0.00;0.00;0.00;0.00;0.00
42.700.626/0001-50;STARS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2024-11-30;20153383.10;19335486.51;19335484.36;2.15;817896.59;817896.59;0.00;0.00;0.00
42.700.668/0001-91;GRAND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;35800.00;35800.00;35800.00;0.00;0.00;0.00;0.00;0.00;0.00
42.735.970/0001-85;RECARGAPAY MILENIO VD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.736.995/0001-01;ITAÚ DIFERENCIADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;174175.80;174175.80;174175.80;0.00;0.00;0.00;0.00;0.00;0.00
42.739.077/0001-28;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA LAUNCHPAD;2024-11-30;219937.52;219937.52;219937.52;0.00;0.00;0.00;0.00;0.00;0.00
42.747.344/0001-09;MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;296760.35;296760.35;296760.35;0.00;0.00;0.00;0.00;0.00;0.00
42.754.472/0001-80;ERFURT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
42.793.689/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIGA ENERGIA DE RESPONSABILIDADE LIMITADA;2024-11-30;7386570.48;7386570.48;7386570.48;0.00;0.00;0.00;0.00;0.00;0.00
